"x","celllabel","parent","parentlabel","Score"
"<http://purl.obolibrary.org/obo/CL_0002023>","CD34-positive, CD41-positive, CD42-positive megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000839>","myeloid lineage restricted progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002023>","CD34-positive, CD41-positive, CD42-positive megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002023>","CD34-positive, CD41-positive, CD42-positive megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002023>","CD34-positive, CD41-positive, CD42-positive megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002023>","CD34-positive, CD41-positive, CD42-positive megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000553>","megakaryocyte progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002023>","CD34-positive, CD41-positive, CD42-positive megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0002031>","hematopoietic lineage restricted progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002023>","CD34-positive, CD41-positive, CD42-positive megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0002023>","CD34-positive, CD41-positive, CD42-positive megakaryocyte progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002025>","CD34-positive, CD41-positive, CD42-negative megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002025>","CD34-positive, CD41-positive, CD42-negative megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002025>","CD34-positive, CD41-positive, CD42-negative megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002025>","CD34-positive, CD41-positive, CD42-negative megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000839>","myeloid lineage restricted progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002025>","CD34-positive, CD41-positive, CD42-negative megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002025>","CD34-positive, CD41-positive, CD42-negative megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002025>","CD34-positive, CD41-positive, CD42-negative megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002025>","CD34-positive, CD41-positive, CD42-negative megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000553>","megakaryocyte progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002025>","CD34-positive, CD41-positive, CD42-negative megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0002031>","hematopoietic lineage restricted progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002025>","CD34-positive, CD41-positive, CD42-negative megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0002025>","CD34-positive, CD41-positive, CD42-negative megakaryocyte progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002024>","Kit-positive megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002024>","Kit-positive megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002024>","Kit-positive megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002024>","Kit-positive megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000839>","myeloid lineage restricted progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002024>","Kit-positive megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002024>","Kit-positive megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002024>","Kit-positive megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002024>","Kit-positive megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0000553>","megakaryocyte progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002024>","Kit-positive megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0002031>","hematopoietic lineage restricted progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002024>","Kit-positive megakaryocyte progenitor cell","<http://purl.obolibrary.org/obo/CL_0002024>","Kit-positive megakaryocyte progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0000558>","reticulocyte","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000558>","reticulocyte","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0000558>","reticulocyte","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000558>","reticulocyte","<http://purl.obolibrary.org/obo/CL_0000764>","erythroid lineage cell","1"
"<http://purl.obolibrary.org/obo/CL_0000558>","reticulocyte","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0000558>","reticulocyte","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000558>","reticulocyte","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0000558>","reticulocyte","<http://purl.obolibrary.org/obo/CL_0000558>","reticulocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000558>","reticulocyte","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002421>","nucleated reticulocyte","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002421>","nucleated reticulocyte","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002421>","nucleated reticulocyte","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002421>","nucleated reticulocyte","<http://purl.obolibrary.org/obo/CL_0000764>","erythroid lineage cell","1"
"<http://purl.obolibrary.org/obo/CL_0002421>","nucleated reticulocyte","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002421>","nucleated reticulocyte","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002421>","nucleated reticulocyte","<http://purl.obolibrary.org/obo/CL_0002242>","nucleate cell","1"
"<http://purl.obolibrary.org/obo/CL_0002421>","nucleated reticulocyte","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0002421>","nucleated reticulocyte","<http://purl.obolibrary.org/obo/CL_0000558>","reticulocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002421>","nucleated reticulocyte","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002421>","nucleated reticulocyte","<http://purl.obolibrary.org/obo/CL_0002421>","nucleated reticulocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002422>","enucleated reticulocyte","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002422>","enucleated reticulocyte","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002422>","enucleated reticulocyte","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002422>","enucleated reticulocyte","<http://purl.obolibrary.org/obo/CL_0000764>","erythroid lineage cell","1"
"<http://purl.obolibrary.org/obo/CL_0002422>","enucleated reticulocyte","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002422>","enucleated reticulocyte","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002422>","enucleated reticulocyte","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0002422>","enucleated reticulocyte","<http://purl.obolibrary.org/obo/CL_0000558>","reticulocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002422>","enucleated reticulocyte","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002422>","enucleated reticulocyte","<http://purl.obolibrary.org/obo/CL_0002422>","enucleated reticulocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002019>","Ly-76 high reticulocyte","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002019>","Ly-76 high reticulocyte","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002019>","Ly-76 high reticulocyte","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002019>","Ly-76 high reticulocyte","<http://purl.obolibrary.org/obo/CL_0000764>","erythroid lineage cell","1"
"<http://purl.obolibrary.org/obo/CL_0002019>","Ly-76 high reticulocyte","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002019>","Ly-76 high reticulocyte","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002019>","Ly-76 high reticulocyte","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0002019>","Ly-76 high reticulocyte","<http://purl.obolibrary.org/obo/CL_0000558>","reticulocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002019>","Ly-76 high reticulocyte","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002019>","Ly-76 high reticulocyte","<http://purl.obolibrary.org/obo/CL_0002422>","enucleated reticulocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002019>","Ly-76 high reticulocyte","<http://purl.obolibrary.org/obo/CL_0002019>","Ly-76 high reticulocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002020>","GlyA-positive reticulocytes","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002020>","GlyA-positive reticulocytes","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002020>","GlyA-positive reticulocytes","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002020>","GlyA-positive reticulocytes","<http://purl.obolibrary.org/obo/CL_0000764>","erythroid lineage cell","1"
"<http://purl.obolibrary.org/obo/CL_0002020>","GlyA-positive reticulocytes","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002020>","GlyA-positive reticulocytes","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002020>","GlyA-positive reticulocytes","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0002020>","GlyA-positive reticulocytes","<http://purl.obolibrary.org/obo/CL_0000558>","reticulocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002020>","GlyA-positive reticulocytes","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002020>","GlyA-positive reticulocytes","<http://purl.obolibrary.org/obo/CL_0002422>","enucleated reticulocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002020>","GlyA-positive reticulocytes","<http://purl.obolibrary.org/obo/CL_0002020>","GlyA-positive reticulocytes","1"
"<http://purl.obolibrary.org/obo/CL_0000611>","eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000611>","eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0000611>","eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000611>","eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0000839>","myeloid lineage restricted progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0000611>","eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0000611>","eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000611>","eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000611>","eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0000611>","eosinophil progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0000611>","eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0002191>","granulocytopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000611>","eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0002031>","hematopoietic lineage restricted progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002007>","Kit-low, CD34-positive eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002007>","Kit-low, CD34-positive eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002007>","Kit-low, CD34-positive eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002007>","Kit-low, CD34-positive eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0000839>","myeloid lineage restricted progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002007>","Kit-low, CD34-positive eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002007>","Kit-low, CD34-positive eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002007>","Kit-low, CD34-positive eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002007>","Kit-low, CD34-positive eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0000611>","eosinophil progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002007>","Kit-low, CD34-positive eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0002191>","granulocytopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002007>","Kit-low, CD34-positive eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0002031>","hematopoietic lineage restricted progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002007>","Kit-low, CD34-positive eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0002007>","Kit-low, CD34-positive eosinophil progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002008>","CD34-positive, CD38-positive eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002008>","CD34-positive, CD38-positive eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002008>","CD34-positive, CD38-positive eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002008>","CD34-positive, CD38-positive eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0000839>","myeloid lineage restricted progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002008>","CD34-positive, CD38-positive eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002008>","CD34-positive, CD38-positive eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002008>","CD34-positive, CD38-positive eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002008>","CD34-positive, CD38-positive eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0000611>","eosinophil progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0002008>","CD34-positive, CD38-positive eosinophil progenitor cell","<http://purl.obolibrary.org/obo/CL_0002191>","granulocytopoietic cell","1"
